Tweet Id,Text,Name,Screen Name,Created At,Favorites,Retweets,Language,Client,Tweet Type,Media Type,Media URLs,URLs,Hashtags,Mentions
757632656460779520,@raghavnagarajan Happy to hear we could help. #StaySafe,Ola,Olacabs,Mon Jul 25 17:44:36 +0000 2016,1,0,English,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Reply,,,0,1,1
757643221757333504,That's a chat we'd love to have eavesdropped into! #Kabali https://t.co/YGpr8rscOf,Ola,Olacabs,Mon Jul 25 18:26:35 +0000 2016,4,3,English,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Tweet,,,1,1,0
757812776668495873,@Karmatraveler We'd be happy to help anyone affected by the strike. Let us know.,Ola,Olacabs,Tue Jul 26 05:40:20 +0000 2016,2,1,English,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",Reply,,,0,0,1
757813558893645824,"#ICYMI HOW TO RIDE OLA SHARE LIKE A BOSS! #OlaShare 
p.s.: Also, it's 50% less than regular cab fares! #FTW
https://t.co/QY78tzA9BP",Ola,Olacabs,Tue Jul 26 05:43:26 +0000 2016,6,2,English,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Tweet,,,1,3,0
757842911186694145,@shashankib There's ride-sharing!! It keeps more cars off the road. #OlaShare,Ola,Olacabs,Tue Jul 26 07:40:04 +0000 2016,0,0,English,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",Reply,,,0,1,1
757851194354130944,#Mumbai Win an all-expense-paid trip to Dubai!! Interested? Find out more: https://t.co/RvKpZiiPix https://t.co/bexvINTT24,Ola,Olacabs,Tue Jul 26 08:12:59 +0000 2016,22,18,English,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Tweet,Photo,https://pbs.twimg.com/media/CoRtjYoVMAACeah.jpg ,1,1,0
757909912882077696,"@AmazeNiki Hey Nikita, we have DMed you a little something to help with your travel back home. #BMTCStrike",Ola,Olacabs,Tue Jul 26 12:06:19 +0000 2016,1,0,English,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Reply,,,0,1,1
757910467507396609,@bkapilan This is why we'd like to encourage more people to share their daily rides with others headed in the same direction #OlaShare,Ola,Olacabs,Tue Jul 26 12:08:31 +0000 2016,0,0,English,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Tweet,,,0,1,1
757912754560774144,@bkapilan We do care. Can you tell us what happened? We will sort it out for you @ola_supports,Ola,Olacabs,Tue Jul 26 12:17:36 +0000 2016,0,0,English,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Tweet,,,0,0,2
757922855917002752,@adityampaul Don't mess with Pog- stay connected always! #OlaPrime #AutoConnect,Ola,Olacabs,Tue Jul 26 12:57:45 +0000 2016,1,1,English,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Reply,,,0,2,1
757974211012857856,@ADiLAHamza Sounds like the purrfect ride!,Ola,Olacabs,Tue Jul 26 16:21:49 +0000 2016,0,0,English,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Reply,,,0,0,1
757981731064455168,"@unencryptd_tale ah, we wish.",Ola,Olacabs,Tue Jul 26 16:51:41 +0000 2016,0,0,English,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Reply,,,0,0,1
758180658338471936,"@tilaksarda Hey, write to us at alliances@olacabs.com and we'll connect you to the right people.",Ola,Olacabs,Wed Jul 27 06:02:09 +0000 2016,0,0,English,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",Reply,,,0,0,0
758206042459078656,Want a luxury ride at your disposal through the weekend??? Follow and RT to get the contest started!! #RentALux,Ola,Olacabs,Wed Jul 27 07:43:01 +0000 2016,33,50,English,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Tweet,,,0,1,0
758225078915956736,"???? Contest starts in 10 minutes!! As always, follow us and RT the contest tweet to participate in the contest. #RentALux ????",Ola,Olacabs,Wed Jul 27 08:58:40 +0000 2016,43,49,English,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Tweet,,,0,1,0
758228027125878785,Tag your friend and convince us why he/she should have a ride of luxury over the weekend? #RentALux?? https://t.co/V0h8j6WGqy,Ola,Olacabs,Wed Jul 27 09:10:23 +0000 2016,66,50,English,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Tweet,Photo,https://pbs.twimg.com/media/CoXB7jVUIAA9P1N.jpg ,0,1,0
758228983280390144,"We'll gift a rented Ola Lux over the weekend on your behalf to your friend, to the most convincing tweet #RentALux??",Ola,Olacabs,Wed Jul 27 09:14:11 +0000 2016,30,25,English,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Tweet,,,0,1,0
758231363719794688,@aayushaeran @Larissa_wlc Larissa- congrats on that! #RentALux,Ola,Olacabs,Wed Jul 27 09:23:39 +0000 2016,1,0,English,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Reply,,,0,1,2
758232680714473472,@pk037  Does @thetanmay reciprocate your feelings of friendship? #RentALux,Ola,Olacabs,Wed Jul 27 09:28:53 +0000 2016,1,0,English,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Reply,,,0,1,2
758232736469356544,Friend needs some swag? Get him an #OlaLux ride for the whole weekend. Tell us why he deserves it #RentALux ??,Ola,Olacabs,Wed Jul 27 09:29:06 +0000 2016,13,10,English,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Tweet,,,0,2,0
758232839078891520,"@Abhishek1106 Sorry buddy, you have to tag a friend. #RentALux??",Ola,Olacabs,Wed Jul 27 09:29:30 +0000 2016,0,0,English,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",Reply,,,0,1,1
758233390394904576,@Abhishek1106 Then you should quickly convince a friend to participate and win it for you :) #RentALux??,Ola,Olacabs,Wed Jul 27 09:31:42 +0000 2016,0,0,English,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",Reply,,,0,1,1
758233655000969216,@HUSSAIN96819991 All birthdays must be celebrated! @HamzaMilky  Happy belated birthday buddy! #RentALux,Ola,Olacabs,Wed Jul 27 09:32:45 +0000 2016,0,0,English,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Reply,,,0,1,2
758233965379452928,"@KarriLuvi Oops, looks like you forgot to tag your friend. #RentALux??",Ola,Olacabs,Wed Jul 27 09:33:59 +0000 2016,0,0,English,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",Reply,,,0,1,1
758234897697820672,@comeonshiv That's so wonderful.  Congrats to her :) But it looks like you forgot to tag her to your tweet! #RentALux??,Ola,Olacabs,Wed Jul 27 09:37:41 +0000 2016,1,0,English,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",Reply,,,0,1,1
758235393527418880,"@tazzpatil Wow, that's deep, Tejas! Tag her to the tweet to get a chance to gift her that luxury over the weekend.",Ola,Olacabs,Wed Jul 27 09:39:39 +0000 2016,0,0,English,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",Reply,,,0,0,1
758236489859727360,**Contest Alert** Luxury rides for the entire weekend to be won @ContestBoard @C0NTESTINDIA @Contest_Hub @thefreejinn #RentALux??,Ola,Olacabs,Wed Jul 27 09:44:01 +0000 2016,15,13,English,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Tweet,,,0,1,3
758238929149579264,"Happiest Birthday to Mikesh! 
@TheViralFever 
You guys should #RentALux for @vyas_sumeet! https://t.co/BSRIwCx8Ni",Ola,Olacabs,Wed Jul 27 09:53:42 +0000 2016,18,5,English,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Tweet,,,1,1,2
758239307945566208,@panku_ @dhirajwrites You've been tagged! Keep your fingers crossed! #RentALux,Ola,Olacabs,Wed Jul 27 09:55:13 +0000 2016,0,0,English,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Reply,,,0,1,2
758240172580278273,@cool_kams Awesome. Congrats @agarwalsurya!!,Ola,Olacabs,Wed Jul 27 09:58:39 +0000 2016,0,0,English,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",Reply,,,0,0,2
758241773432938497,@dhiran116 That's so sweet of you! And congratz @chiragcj14 on becoming a certified digital marketer :) #RentALux??,Ola,Olacabs,Wed Jul 27 10:05:00 +0000 2016,0,0,English,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Reply,,,0,1,2
758242326581915648,"@ShalNauti We'll he does deserve some much needed pampering, good luck! And don't forget to tag your hubby's Twitter handle in your response",Ola,Olacabs,Wed Jul 27 10:07:12 +0000 2016,0,1,English,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Reply,,,0,0,1
758242660066791425,This could be your ride this weekend. For two full days! Get a friend to convince us you need it. #RentALux https://t.co/szOrJs6ueb,Ola,Olacabs,Wed Jul 27 10:08:32 +0000 2016,34,17,English,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Tweet,Photo,https://pbs.twimg.com/media/CoXRrgSVYAAKwQ_.jpg ,0,1,0
758253190651449344,@indeverkarsija @bhatia_shresth That would indeed be awesome. Good luck! ???? #RentALux??,Ola,Olacabs,Wed Jul 27 10:50:22 +0000 2016,1,1,English,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Reply,,,0,1,1
758254412561252352,"@Harshaccha @bhatia_shresth A really lucky guy, there's a lot happening in his life ???? #RentALux??",Ola,Olacabs,Wed Jul 27 10:55:14 +0000 2016,2,2,English,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Reply,,,0,1,2
758258579816091648,@sanjeev2572 @Amardeep9S Of course! #AutoConnect Wifi #FTW #RentALux,Ola,Olacabs,Wed Jul 27 11:11:47 +0000 2016,1,1,English,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Reply,,,0,3,2
758287842237751297,@HoeZaay #RentALux maybe?,Ola,Olacabs,Wed Jul 27 13:08:04 +0000 2016,9,4,English,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Reply,,,0,1,1
758291425725296641,"The contest has been extended till tomorrow! Keep the replies coming in, folks and make your friend's weekend truly memorable! #RentALux??",Ola,Olacabs,Wed Jul 27 13:22:18 +0000 2016,15,15,English,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Tweet,,,0,1,0
758294883157237764,"@AmazeNiki Hi Nikita, we'll not be able to extend the given coupon. However we've sent you a small gift on DM.",Ola,Olacabs,Wed Jul 27 13:36:03 +0000 2016,1,0,English,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",Reply,,,0,0,1
758295940880998400,"And for those who just can't wait till then! You can rent an #OlaLux, from your Ola App, right away! #RentALux??",Ola,Olacabs,Wed Jul 27 13:40:15 +0000 2016,15,9,English,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",Tweet,,,0,2,0
758527383905239040,The WiFi in @OlaCabs is a blessing in Traffic Jams. Productive time even when stuck. Keep up the Innovations! #StartUpIndia,Ola,Olacabs,Thu Jul 28 04:59:55 +0000 2016,0,52,English,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",Retweet,,,0,1,1
758532133702868992,#ReasonsToRidePrime So you can try every single Prisma filter to pick out the best one for your DP. #AutoConnectWifi https://t.co/Dgdtd74Ur6,Ola,Olacabs,Thu Jul 28 05:18:48 +0000 2016,7,1,English,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Tweet,Photo,https://pbs.twimg.com/media/CobY8S0VYAM3iCY.jpg ,0,2,0
758536658144808960,"@randomthakkar @buzzindelhi #AutoconnectWifi allows riders to connect to wifi in any Ola cab, just by entering their mobile no as password.",Ola,Olacabs,Thu Jul 28 05:36:46 +0000 2016,0,0,English,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Reply,,,0,1,2
758536924030078976,@randomthakkar @buzzindelhi And it's a one-time sign in- you will be automatically connected to the internet in all your subsequent rides.,Ola,Olacabs,Thu Jul 28 05:37:50 +0000 2016,1,0,English,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Reply,,,0,0,2
758537249461932032,@buzzindelhi Thank you these words of encouragement for #AutoConnectWifi - our engineers are beaming with pride! #OlaPrime,Ola,Olacabs,Thu Jul 28 05:39:07 +0000 2016,0,0,English,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Reply,,,0,2,1
758540511682506754,@iampravo Okay. Lure mode coming soon. https://t.co/c27tUuiVUQ,Ola,Olacabs,Thu Jul 28 05:52:05 +0000 2016,3,0,English,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Tweet,Photo,https://pbs.twimg.com/media/CobggMAUEAECz3m.jpg ,0,0,1
758547280106393600,"@ROYALIRFAN That'll certainly be a wonderful gift! Don't forget to tag your wife to the response, Irfan.",Ola,Olacabs,Thu Jul 28 06:18:59 +0000 2016,1,0,English,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Reply,,,0,0,1
758548340950769665,"Show your love for that special person by participating in #RentALux and tagging them in your response. Hurry, the contest closes today!",Ola,Olacabs,Thu Jul 28 06:23:12 +0000 2016,22,13,English,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Tweet,,,0,1,0
758550670135832577,@rachit_g2 Sounds like a good plan @shraddhagoel11!!! ??????   #RentALux??,Ola,Olacabs,Thu Jul 28 06:32:27 +0000 2016,1,2,English,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Reply,,,0,1,2
758569038804951040,@buzzindelhi Thank you ^for^ these words.,Ola,Olacabs,Thu Jul 28 07:45:27 +0000 2016,0,0,English,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Reply,,,0,0,1
758586309677977602,"The #RentALux  contest closes in an hour. Follow, RT and participate for a chance to gift your friend a luxury weekend with #OlaLux",Ola,Olacabs,Thu Jul 28 08:54:04 +0000 2016,20,20,English,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Tweet,,,0,2,0
758592499216621568,@sreeragnk Ride-sharing is the answer! It effectively reduces the number of cars on road = less traffic. #OlaShare,Ola,Olacabs,Thu Jul 28 09:18:40 +0000 2016,1,0,English,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",Reply,,,0,1,1
758599614685515776,"@TrollKejri Yes, How can we help?",Ola,Olacabs,Thu Jul 28 09:46:56 +0000 2016,117,128,English,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Reply,,,0,0,1
758609640972095488,"@TrollKejri Looks like his trip has just ended. You're on your own, buddy! 
*Cab chahiye kya?* https://t.co/770Teny4JL",Ola,Olacabs,Thu Jul 28 10:26:47 +0000 2016,1046,1196,English,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Reply,Photo,https://pbs.twimg.com/media/Cocev80UkAQ_Ply.jpg ,0,0,1
758613935121571840,"It was a fun contest guys! So many convincing reasons to gift an #OlaLux 
Winners to be announced shortly, stay tuned! #RentALux",Ola,Olacabs,Thu Jul 28 10:43:51 +0000 2016,19,8,English,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Tweet,,,0,2,0
758622278326161408,"Congrats @ClassicallyWild, thanks to @akriti_seth you have got yourself a luxury ride for the weekend #RentALux?? https://t.co/3FzhYL22Lh",Ola,Olacabs,Thu Jul 28 11:17:00 +0000 2016,8,2,English,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Tweet,,,1,1,2
758633127975669760,"@anddev46 True that, buddy! You can #RentALux to make that special day for your loved one even more awesome!",Ola,Olacabs,Thu Jul 28 12:00:07 +0000 2016,1,0,English,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Reply,,,0,1,1
758900077091885059,@MeinEkAjubaHu nice try.,Ola,Olacabs,Fri Jul 29 05:40:52 +0000 2016,138,116,English,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Tweet,,,0,0,0
758929829668368385,Ride an #OlaPrime to @SteppingOutBlr's Movie Night &amp; get exclusive access to the Prime Lounge! #DilPhirSeChahtaHai https://t.co/K0rKdjFbjL,Ola,Olacabs,Fri Jul 29 07:39:06 +0000 2016,8,1,English,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Tweet,Photo,https://pbs.twimg.com/media/Cog_8zoVMAA6Oj6.jpg ,0,2,0
759594381452070913,A big thank you to @Olacabs #RentALux &amp; @akriti_seth for today's pleasurable experience. More pictures tomorrow. https://t.co/8weZ16puhv,Ola,Olacabs,Sun Jul 31 03:39:47 +0000 2016,0,8,English,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",Retweet,Photo,https://pbs.twimg.com/media/CooUWQGXEAAe3zY.jpg https://pbs.twimg.com/media/CooUXYZWcAA9vag.jpg https://pbs.twimg.com/media/CooUYfyXEAApdru.jpg https://pbs.twimg.com/media/CooUZVGXEAAvkPZ.jpg ,0,1,2
759999268488818688,"True that, Sneha! Glad to see that you made a lot of great memories, this weekend with #RentALux! https://t.co/cFc0Be6laX",Ola,Olacabs,Mon Aug 01 06:28:40 +0000 2016,6,1,English,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Tweet,,,1,1,0
760012963772112896,https://t.co/3wzJ6eksw8,Ola,Olacabs,Mon Aug 01 07:23:05 +0000 2016,6,0,Undetermined,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",Tweet,,,1,0,0
760061709679677440,".@Flipkart, Hey, we’re taking your #KillerNote5 out for a drive to give our folks a glimpse of it. We'll call it #TheatreMaxOnOla",Ola,Olacabs,Mon Aug 01 10:36:47 +0000 2016,31,15,English,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Reply,,,0,2,1
760064626566369280,@Flipkart Perfect. Sounds like our users are about to enter the world of Virtual Reality with #KillerNote5  #TheatreMaxOnOla,Ola,Olacabs,Mon Aug 01 10:48:22 +0000 2016,15,8,English,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Reply,,,0,2,1
760071522815909888,Experience TheatreMax on #KillerNote5onFlipkart at your doorstep with us. Watch this space for more #TheatreMaxOnOla https://t.co/mQjWbgYqGP,Ola,Olacabs,Mon Aug 01 11:15:47 +0000 2016,41,22,English,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Tweet,Photo,https://pbs.twimg.com/media/CoxQ4G2VIAARP6h.jpg ,0,2,0
760710328804057088,"Starting today, #Delhi, #Mumbai and #Bangalore will compete for cleaner air by riding Ola Share. #DoYourShare https://t.co/hicwUhI1EQ",Ola,Olacabs,Wed Aug 03 05:34:10 +0000 2016,66,97,English,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",Tweet,Photo,https://pbs.twimg.com/media/Co6VnLdWEAArhxq.jpg ,0,4,0
760718089638076416,"@LeeHadkar Coming soon, Leena!",Ola,Olacabs,Wed Aug 03 06:05:00 +0000 2016,0,0,English,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",Tweet,,,0,0,0
760725617407102976,"#Delhi, are you listening? #DoYourShare for your city!  https://t.co/Lj9aD4rXrA",Ola,Olacabs,Wed Aug 03 06:34:55 +0000 2016,2,2,English,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",Tweet,,,1,2,0
760729442633166848,"Down with CO2 emissions, #Mumbai.
#DoYourShare for your city!  https://t.co/Fyxvq5ix3Z",Ola,Olacabs,Wed Aug 03 06:50:07 +0000 2016,6,4,English,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",Tweet,,,1,2,0
760734978430738432,Time to bring down the CO2 emissions in the city. #DoYourShare for Namma #Bengaluru!  https://t.co/gIBNrqJVTI,Ola,Olacabs,Wed Aug 03 07:12:07 +0000 2016,12,8,English,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",Tweet,,,1,2,0
760754385357897728,Here's a unique chance to get a firsthand experience of the #KillerNote5 TheaterMax with your @Olacabs ride. https://t.co/6JDoC0c7ZH,Ola,Olacabs,Wed Aug 03 08:29:14 +0000 2016,0,58,English,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Retweet,GIF,https://video.twimg.com/tweet_video/Co65j-WVUAA-IsW.mp4 ,0,1,1
760772650083823616,Don't forget to tag your friends and make a larger impact in reducing CO2 emissions in your city. https://t.co/cqSZLCDqxR,Ola,Olacabs,Wed Aug 03 09:41:48 +0000 2016,6,4,English,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",Tweet,,,1,0,0
760774800369332224,Am supporting @Olacabs #DoYourShare initiative what about you? R u supporting @karishmadmpy @anupambassi71 @JohnTerence_A,Ola,Olacabs,Wed Aug 03 09:50:21 +0000 2016,0,2,English,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Retweet,,,0,1,3
760775847204630528,@pitabashjena101 That will help a lot in reducing pollution and the traffic in your city. #DoYourShare,Ola,Olacabs,Wed Aug 03 09:54:31 +0000 2016,0,0,English,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Reply,,,0,1,1
760776722295820288,@itsmemujahid92 And it's as simple as taking an #OlaShare! #DoYourShare for your city!,Ola,Olacabs,Wed Aug 03 09:57:59 +0000 2016,1,1,English,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Reply,,,0,2,0
760777295883710464,@akriti_seth Way to go!! @ClassicallyWild @HalfAComic @shirishr07 @kishan_vagale @bawdebanna #DoYourShare,Ola,Olacabs,Wed Aug 03 10:00:16 +0000 2016,2,0,English,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Reply,,,0,1,4
760777769655472128,https://t.co/3XkwOmZr3Q,Ola,Olacabs,Wed Aug 03 10:02:09 +0000 2016,3,0,Undetermined,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",Tweet,,,1,0,0
761092519430021121,"Folks, are you with us? Let's reduce CO2 emissions together!! #DoYourShare @WRIIndia  https://t.co/JXRKffV9NU",Ola,Olacabs,Thu Aug 04 06:52:51 +0000 2016,9,3,English,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",Tweet,,,1,1,1
761123379189383169,@vnitnagpur Way to go Avinash! Keep up the good work. #DoYourShare,Ola,Olacabs,Thu Aug 04 08:55:29 +0000 2016,1,0,English,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",Reply,,,0,1,1
761135029481119744,"Which city do you think is the greenest of the three?
Make your choice now, folks! #DoYourShare",Ola,Olacabs,Thu Aug 04 09:41:46 +0000 2016,11,7,English,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Tweet,,,0,1,0
761423703016038401,"Anyone interested in winning a VR Headset? Let us know with your RTs
@ContestBoard @ContestIndia_ @Contest_Hub @thefreejinn @Flipkart",Ola,Olacabs,Fri Aug 05 04:48:52 +0000 2016,87,121,English,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Tweet,,,0,0,5
